Date,TransactionID,BSB,AccountNumber,Description,Debit,Credit,Balance,Type,Reference,Bank,AccountType
01-08-2025 10:58,CBA222A8036B55C41199ADA,063-000-002,33333333,BIGW CBA,3.71,0,30093.65,DR,REF884826,CBA,Current
01-08-2025 11:02,CBA0771CF05D06744E48149,063-000-002,33333333,PAY - SALARY CBA,0,950.28,31043.93,CR,REF890985,CBA,Current
01-08-2025 11:11,CBA4B2ACACC9FE1440B872D,063-000-002,33333333,DOMINO'S PIZZA CBA,48.39,0,30995.54,DR,REF755514,CBA,Current
01-08-2025 11:12,CBA7EF14B4C1A554D669DC3,063-000-002,33333333,KFC CBA,35.95,0,30959.59,DR,REF948949,CBA,Current
01-08-2025 11:13,CBA4AA8B78A870F40DE9485,063-000-002,33333333,BANK FEE CBA,4.72,0,30954.87,DR,REF613066,CBA,Current
01-08-2025 11:19,CBA4AD159903250420C92B2,063-000-002,33333333,UBER EATS CBA,232.21,0,30722.66,DR,REF587563,CBA,Current
01-08-2025 11:43,CBA70D73AAB11AA41E9935C,063-000-002,33333333,UBER EATS CBA,40.83,0,30681.83,DR,REF316040,CBA,Current
01-08-2025 12:22,CBA9A2066E1329D4033A190,063-000-002,33333333,WOOLWORTHS CBA,14.4,0,30667.43,DR,REF387369,CBA,Current
01-08-2025 12:25,CBAF448978AC9404BF3B27C,063-000-002,33333333,SPOTIFY CBA,304.95,0,30362.48,DR,REF741185,CBA,Current
01-08-2025 12:58,CBAB631A5D75B8048399949,063-000-002,33333333,CITYLINK CBA,59.09,0,30303.39,DR,REF383089,CBA,Current
01-08-2025 13:23,CBA7DD6388975884CD2AF16,063-000-002,33333333,STARBUCKS CBA,18.94,0,30284.45,DR,REF882659,CBA,Current
01-08-2025 13:36,CBAE277B203FE0241AC8C07,063-000-002,33333333,ZOOM CBA,51.45,0,30233,DR,REF761374,CBA,Current
01-08-2025 14:15,CBAF04C2EF8920042D6A1EC,063-000-002,33333333,TAFE BOOKSHOP CBA,184.5,0,30048.5,DR,REF599618,CBA,Current
01-08-2025 14:27,CBAE84C24F1861D462CAD33,063-000-002,33333333,WOOLWORTHS CBA,45.06,0,30003.44,DR,REF866650,CBA,Current
01-08-2025 14:43,CBA38ACBBF59A3341DEA19B,063-000-002,33333333,STARBUCKS CBA,20.74,0,29982.7,DR,REF229830,CBA,Current
01-08-2025 14:51,CBA698EB93AF40749D79D64,063-000-002,33333333,APPLE CBA,50.58,0,29932.12,DR,REF605229,CBA,Current
01-08-2025 15:35,CBA2644BBC8CC99474091DE,063-000-002,33333333,SHELL CBA,5.63,0,29926.49,DR,REF764156,CBA,Current
01-08-2025 15:36,INT00390E837ABF447D88BD,063-000-002,33333333,TRANSFER TO ANZ 11111111,243.75,0,29682.74,DR,INT-79238,CBA,Current
01-08-2025 16:26,CBA394D6FB18E384E029536,063-000-002,33333333,MENULOG CBA,25.69,0,29657.05,DR,REF338520,CBA,Current
01-08-2025 16:33,CBABBD77009AF83474F9CA1,063-000-002,33333333,COLES CBA,41.03,0,29616.02,DR,REF231320,CBA,Current
01-08-2025 16:34,CBAB7C78C5298CF4FB09DBE,063-000-002,33333333,DOMINO'S PIZZA CBA,36.4,0,29579.62,DR,REF248797,CBA,Current
01-08-2025 16:40,CBAD81F4DBD7FB44EDCACA3,063-000-002,33333333,MCDONALDS CBA,6.72,0,29572.9,DR,REF935043,CBA,Current
01-08-2025 17:17,CBA33428F656FCA4533A92D,063-000-002,33333333,PAYMENT GATEWAY CBA,30.4,0,29542.5,DR,REF466988,CBA,Current
01-08-2025 17:46,CBA243EF44D77034C0AA2F6,063-000-002,33333333,JB HI-FI CBA,16.32,0,29526.18,DR,REF635160,CBA,Current
01-08-2025 17:49,CBABBE367398CAC4F25BF34,063-000-002,33333333,BIGW CBA,94.2,0,29431.98,DR,REF573774,CBA,Current
01-08-2025 18:38,CBA3B89C5B2FAB84C72B8F5,063-000-002,33333333,CITYLINK CBA,12.77,0,29419.21,DR,REF645566,CBA,Current
01-08-2025 18:40,CBA2F90B1063056446DB024,063-000-002,33333333,COMPANY PAYROLL CBA,0,6733.9,36153.11,CR,REF913630,CBA,Current
01-08-2025 18:45,CBACDE59206195A4935859F,063-000-002,33333333,PAYMENT GATEWAY CBA,28.76,0,36124.35,DR,REF926482,CBA,Current
01-08-2025 18:51,INT676CB31E87F149D4A192,063-000-002,33333333,TRANSFER FROM CBA 22222222,0,349.13,36473.48,CR,INT-77206,CBA,Current
01-08-2025 19:23,CBA045CDD2ABF5A46A4AE23,063-000-002,33333333,MCDONALDS CBA,10.95,0,36462.53,DR,REF472736,CBA,Current
01-08-2025 19:35,CBA824B5C784A224551AE15,063-000-002,33333333,MCDONALDS CBA,70.75,0,36391.78,DR,REF473948,CBA,Current
01-08-2025 20:04,CBAA0A552D03DA84D39846D,063-000-002,33333333,STARBUCKS CBA,32.02,0,36359.76,DR,REF589919,CBA,Current
01-08-2025 20:09,CBA42CC1F66A10447CF8F7E,063-000-002,33333333,BANK FEE CBA,61.68,0,36298.08,DR,REF912983,CBA,Current
01-08-2025 20:13,CBA087F6CC76F89403883B8,063-000-002,33333333,BANK FEE CBA,67.41,0,36230.67,DR,REF670777,CBA,Current
01-08-2025 20:41,CBACA1716F1B1144C9BBF19,063-000-002,33333333,7-ELEVEN CBA,11.02,0,36219.65,DR,REF112872,CBA,Current
01-08-2025 20:52,CBADFFD57B2F22B4F589F62,063-000-002,33333333,MENULOG CBA,53.64,0,36166.01,DR,REF980926,CBA,Current
01-08-2025 21:15,CBA2BDC1F7D694B4902B310,063-000-002,33333333,TAFE BOOKSHOP CBA,9.32,0,36156.69,DR,REF379241,CBA,Current
01-08-2025 21:16,CBA4ACD70505B7C4E6FAC13,063-000-002,33333333,UBER EATS CBA,30.84,0,36125.85,DR,REF749745,CBA,Current
01-08-2025 21:49,CBA3004B5E6E3BA473A9F5C,063-000-002,33333333,SALARY PAYMENT CBA,0,539.89,36665.74,CR,REF889689,CBA,Current
01-08-2025 21:55,CBAFB7FD7040EF24D66AA26,063-000-002,33333333,STARBUCKS CBA,135.41,0,36530.33,DR,REF172418,CBA,Current
01-08-2025 22:07,CBA40D765C1FDDB46D8B395,063-000-002,33333333,SHELL CBA,86.39,0,36443.94,DR,REF955553,CBA,Current
01-08-2025 22:16,CBA1574624D81E14AFE9B68,063-000-002,33333333,HARVEY NORMAN CBA,47.39,0,36396.55,DR,REF293940,CBA,Current
01-08-2025 22:16,CBAFEBF9E10E802431E852B,063-000-002,33333333,MCDONALDS CBA,5.28,0,36391.27,DR,REF629497,CBA,Current
01-08-2025 22:31,CBA5C063FCFDE3A4D0EB1F2,063-000-002,33333333,LIQUORLAND CBA,45.96,0,36345.31,DR,REF579303,CBA,Current
01-08-2025 22:37,CBA59940D5BF19C46BDB657,063-000-002,33333333,SPOTIFY CBA,30.51,0,36314.8,DR,REF820517,CBA,Current
01-08-2025 22:53,CBA3874E26A0DA245829D41,063-000-002,33333333,COMPANY PAYROLL CBA,0,1048.53,37363.33,CR,REF609944,CBA,Current
01-08-2025 23:07,CBAFBF7A4471CD94E58B636,063-000-002,33333333,SHELL CBA,53.66,0,37309.67,DR,REF506307,CBA,Current
01-08-2025 23:14,CBAE75D946774C54C9C9427,063-000-002,33333333,INTERNET TRANSFER CBA,52.04,0,37257.63,DR,REF282155,CBA,Current
01-08-2025 23:26,CBA90EB194FEB8D453CB52B,063-000-002,33333333,CITYLINK CBA,156.06,0,37101.57,DR,REF104678,CBA,Current
01-08-2025 23:50,CBA6CC5159E52E84D4A96EA,063-000-002,33333333,WAGES CREDIT CBA,0,6217.1,43318.67,CR,REF535673,CBA,Current
01-08-2025 23:55,CBA8DE301190ECD4D489CC5,063-000-002,33333333,INTERNET TRANSFER CBA,97.66,0,43221.01,DR,REF610584,CBA,Current
02-08-2025 00:21,CBA12657EEFFC744C13A069,063-000-002,33333333,MCDONALDS CBA,37.19,0,43183.82,DR,REF812486,CBA,Current
02-08-2025 00:28,CBA484BB26CBB8B4C7B8942,063-000-002,33333333,KFC CBA,17.56,0,43166.26,DR,REF236009,CBA,Current
02-08-2025 00:52,CBA6C6BDCB94B8F4395BEA1,063-000-002,33333333,FLIXBUS CBA,38.7,0,43127.56,DR,REF957723,CBA,Current
02-08-2025 00:52,CBA3C661678C265442CBF25,063-000-002,33333333,INTERNET TRANSFER CBA,7.58,0,43119.98,DR,REF254661,CBA,Current
02-08-2025 00:54,CBAEC98B14EABF0422DB610,063-000-002,33333333,JB HI-FI CBA,33.52,0,43086.46,DR,REF578737,CBA,Current
02-08-2025 00:55,CBAAF0D7C07D8804DFBA038,063-000-002,33333333,JB HI-FI CBA,66.96,0,43019.5,DR,REF608658,CBA,Current
02-08-2025 00:57,CBACA42253CD675436D873F,063-000-002,33333333,LIQUORLAND CBA,28.54,0,42990.96,DR,REF530111,CBA,Current
02-08-2025 00:58,CBA4F3E1283ABA54A8FBA11,063-000-002,33333333,ZOOM CBA,44.45,0,42946.51,DR,REF755886,CBA,Current
02-08-2025 01:16,CBA31B63D8B3D9C463DB394,063-000-002,33333333,PAYROLL CREDIT CBA,0,4682.22,47628.73,CR,REF894287,CBA,Current
02-08-2025 01:28,CBAC8FD87E17CDD48CF9AD7,063-000-002,33333333,ALDI CBA,21.68,0,47607.05,DR,REF501883,CBA,Current
02-08-2025 02:01,CBA551F406E5F21478BB72E,063-000-002,33333333,ALDI CBA,33,0,47574.05,DR,REF226330,CBA,Current
02-08-2025 02:44,CBA39B85AEF63A5418DB0AB,063-000-002,33333333,SHELL CBA,78.44,0,47495.61,DR,REF264852,CBA,Current
02-08-2025 02:47,INTC36389A1228C4164809E,063-000-002,33333333,TRANSFER TO ANZ 11111111,851.88,0,46643.73,DR,INT-16334,CBA,Current
02-08-2025 02:56,CBACE98FCA313424A91A442,063-000-002,33333333,7-ELEVEN CBA,44.19,0,46599.54,DR,REF433402,CBA,Current
02-08-2025 03:10,INT7BD18EDE0D3343A3A2B3,063-000-002,33333333,TRANSFER TO NAB 44444444,1666.9,0,44932.64,DR,INT-74689,CBA,Current
02-08-2025 03:17,CBA3D0049C5AB7E444583E0,063-000-002,33333333,FLIXBUS CBA,5.06,0,44927.58,DR,REF589645,CBA,Current
02-08-2025 04:09,CBA9DCC33243A0E4DB7863B,063-000-002,33333333,INTERNET TRANSFER CBA,20.47,0,44907.11,DR,REF956025,CBA,Current
02-08-2025 04:14,CBA2209F3F5632F44688F26,063-000-002,33333333,PAYROLL CREDIT CBA,0,557.6,45464.71,CR,REF439172,CBA,Current
02-08-2025 04:30,CBA1CAB28D12A8344238EA1,063-000-002,33333333,JB HI-FI CBA,99.25,0,45365.46,DR,REF558539,CBA,Current
02-08-2025 04:31,CBA7C1BB1DB231D4383A2F0,063-000-002,33333333,COLES CBA,101.96,0,45263.5,DR,REF255041,CBA,Current
02-08-2025 04:33,CBA1A2602D670894E52B15E,063-000-002,33333333,BANK FEE CBA,11.62,0,45251.88,DR,REF458225,CBA,Current
02-08-2025 04:38,CBA4C761BB67F2B49F8B8FF,063-000-002,33333333,SALARY PAYMENT CBA,0,6898.23,52150.11,CR,REF708936,CBA,Current
02-08-2025 05:09,CBABCC8AF5901734C438A27,063-000-002,33333333,PAYMENT GATEWAY CBA,9.03,0,52141.08,DR,REF629231,CBA,Current
02-08-2025 05:35,CBAD43C801759FE4AF7B4A8,063-000-002,33333333,PAYROLL CREDIT CBA,0,1628.03,53769.11,CR,REF899305,CBA,Current
02-08-2025 06:27,CBA08BCC811195E46229A11,063-000-002,33333333,DOMINO'S PIZZA CBA,27.48,0,53741.63,DR,REF690949,CBA,Current
02-08-2025 06:31,CBA3BCB6602B40C46A99526,063-000-002,33333333,PAYPAL *NETFLIX CBA,11.62,0,53730.01,DR,REF293158,CBA,Current
02-08-2025 07:09,CBA2C9B5AA0C4A44B4AAFCE,063-000-002,33333333,PAYROLL CREDIT CBA,0,6943.82,60673.83,CR,REF529999,CBA,Current
02-08-2025 07:33,CBA8D120217D8C94316B982,063-000-002,33333333,HARVEY NORMAN CBA,31.32,0,60642.51,DR,REF341170,CBA,Current
02-08-2025 07:43,CBAF8D15ABF9BF2457B8EC8,063-000-002,33333333,APPLE CBA,47.14,0,60595.37,DR,REF553221,CBA,Current
02-08-2025 08:23,CBADA610103760E4EEFA949,063-000-002,33333333,BANK FEE CBA,26.71,0,60568.66,DR,REF197235,CBA,Current
02-08-2025 08:26,CBA127F3C78C7274DD5A76E,063-000-002,33333333,MENULOG CBA,11.46,0,60557.2,DR,REF700214,CBA,Current
02-08-2025 08:38,CBA28FA91736745404794E7,063-000-002,33333333,AMAZON AU CBA,25.47,0,60531.73,DR,REF293707,CBA,Current
02-08-2025 09:16,CBAC5841D69FC5147FABE48,063-000-002,33333333,FLIXBUS CBA,39.81,0,60491.92,DR,REF852385,CBA,Current
02-08-2025 09:34,CBA98B27D7E6BEA41B396B0,063-000-002,33333333,CITYLINK CBA,200.82,0,60291.1,DR,REF532392,CBA,Current
02-08-2025 09:35,CBAD659C057875042C4B3D1,063-000-002,33333333,STARBUCKS CBA,3.12,0,60287.98,DR,REF751690,CBA,Current
02-08-2025 09:38,CBAF7BCFD291D1A46D9AF00,063-000-002,33333333,INTERNET TRANSFER CBA,8.56,0,60279.42,DR,REF844474,CBA,Current
02-08-2025 09:38,CBADA4A9DD70B8F44C78893,063-000-002,33333333,HARVEY NORMAN CBA,22.08,0,60257.34,DR,REF707363,CBA,Current
02-08-2025 09:40,CBA8D0A086986D242FD8107,063-000-002,33333333,ALDI CBA,99.27,0,60158.07,DR,REF727511,CBA,Current
02-08-2025 10:50,CBA625C723B653E4A0091DB,063-000-002,33333333,7-ELEVEN CBA,16.27,0,60141.8,DR,REF776732,CBA,Current
02-08-2025 11:02,CBA71124C02E821482F979D,063-000-002,33333333,BWS CBA,24.66,0,60117.14,DR,REF201326,CBA,Current
02-08-2025 11:06,CBAB328CED860C640068439,063-000-002,33333333,PAY - SALARY CBA,0,3608.05,63725.19,CR,REF377710,CBA,Current
02-08-2025 11:14,CBAA16563133518408BBD26,063-000-002,33333333,RAILWAY STATION CBA,8.01,0,63717.18,DR,REF646797,CBA,Current
02-08-2025 11:38,CBA73CC436789E249A0A02F,063-000-002,33333333,COMPANY PAYROLL CBA,0,412.27,64129.45,CR,REF189144,CBA,Current
02-08-2025 12:16,CBAD88445B04BE34EE293E6,063-000-002,33333333,MENULOG CBA,31.75,0,64097.7,DR,REF790404,CBA,Current
02-08-2025 12:48,CBAB233B2032E1649698D01,063-000-002,33333333,WAGES CREDIT CBA,0,6204.72,70302.42,CR,REF732680,CBA,Current
02-08-2025 12:50,INT84F3BC5B9E154E129243,063-000-002,33333333,TRANSFER FROM ANZ 11111111,0,865.31,71167.73,CR,INT-61321,CBA,Current
02-08-2025 12:59,CBA78A54FF314C541C9A3F1,063-000-002,33333333,KFC CBA,44.3,0,71123.43,DR,REF732223,CBA,Current
02-08-2025 13:01,CBA5E0F4C0D15FD465EA5F5,063-000-002,33333333,HARVEY NORMAN CBA,124.51,0,70998.92,DR,REF399770,CBA,Current
02-08-2025 13:24,CBA896D9A4F7F1147C59340,063-000-002,33333333,BANK FEE CBA,21.26,0,70977.66,DR,REF164848,CBA,Current
02-08-2025 13:24,CBA9B019DD2332F4B54831F,063-000-002,33333333,JB HI-FI CBA,125.36,0,70852.3,DR,REF126993,CBA,Current
02-08-2025 13:25,CBAAB1FF1CAA4F8440B8562,063-000-002,33333333,APPLE CBA,117.9,0,70734.4,DR,REF200409,CBA,Current
02-08-2025 13:52,CBAA1642BC6FA404B7981AC,063-000-002,33333333,WOOLWORTHS CBA,60.51,0,70673.89,DR,REF147072,CBA,Current
02-08-2025 14:07,CBADF2D8113B7764DBCBD26,063-000-002,33333333,STARBUCKS CBA,26.57,0,70647.32,DR,REF335958,CBA,Current
02-08-2025 14:13,CBA559EF35DC990400C8F57,063-000-002,33333333,APPLE CBA,38.19,0,70609.13,DR,REF224418,CBA,Current
02-08-2025 14:18,CBA691DEE5AD1F043F5BB44,063-000-002,33333333,WAGES CREDIT CBA,0,862.41,71471.54,CR,REF566571,CBA,Current
02-08-2025 14:44,CBA6A7AF9A4318A49DEAA2C,063-000-002,33333333,INTERNET TRANSFER CBA,13.04,0,71458.5,DR,REF755775,CBA,Current
02-08-2025 14:53,CBA68AC65705F8B4387AE27,063-000-002,33333333,ALDI CBA,46.97,0,71411.53,DR,REF799785,CBA,Current
02-08-2025 14:59,CBA753CE00E8EC04D30A411,063-000-002,33333333,HARVEY NORMAN CBA,8.1,0,71403.43,DR,REF370626,CBA,Current
02-08-2025 15:36,CBA10A42F85FC63413591A2,063-000-002,33333333,INTERNET TRANSFER CBA,10.34,0,71393.09,DR,REF839632,CBA,Current
02-08-2025 15:51,CBA570D43454AF249F9B716,063-000-002,33333333,APPLE CBA,17.96,0,71375.13,DR,REF809170,CBA,Current
02-08-2025 16:00,INT4EB66DCFC4794FEEBDAB,063-000-002,33333333,TRANSFER TO CBA 22222222,316.56,0,71058.57,DR,INT-10533,CBA,Current
02-08-2025 16:03,CBAF9859D2A013545449889,063-000-002,33333333,SHELL CBA,35.75,0,71022.82,DR,REF108661,CBA,Current
02-08-2025 16:25,CBA3557838D3DD842E694FD,063-000-002,33333333,COLES CBA,100.46,0,70922.36,DR,REF406376,CBA,Current
02-08-2025 16:26,CBA93B40905B8814E3BA68E,063-000-002,33333333,WOOLWORTHS CBA,123.06,0,70799.3,DR,REF159963,CBA,Current
02-08-2025 16:42,CBA59C80D3419884547BB45,063-000-002,33333333,SALARY PAYMENT CBA,0,262.45,71061.75,CR,REF778801,CBA,Current
02-08-2025 16:53,CBADACA0527CBAC4BF39B67,063-000-002,33333333,PAYMENT GATEWAY CBA,8.6,0,71053.15,DR,REF401098,CBA,Current
02-08-2025 16:53,CBA4EAC96A036CA4764B940,063-000-002,33333333,UBER EATS CBA,73.33,0,70979.82,DR,REF323237,CBA,Current
02-08-2025 17:07,CBACEE989FB93954340BCA1,063-000-002,33333333,BIGW CBA,23.01,0,70956.81,DR,REF752850,CBA,Current
02-08-2025 17:11,INTFF707EF31F7544799533,063-000-002,33333333,TRANSFER FROM CBA 22222222,0,1033.94,71990.75,CR,INT-23330,CBA,Current
02-08-2025 17:15,CBADF3636C6E2B843EDA155,063-000-002,33333333,UBER EATS CBA,19.97,0,71970.78,DR,REF466692,CBA,Current
02-08-2025 17:44,CBA59E01FC1D40C430BB1DE,063-000-002,33333333,ZOOM CBA,126.53,0,71844.25,DR,REF584214,CBA,Current
02-08-2025 17:51,INTC86F89B15C89448A83DB,063-000-002,33333333,TRANSFER TO ANZ 11111111,891.48,0,70952.77,DR,INT-58757,CBA,Current
02-08-2025 18:18,CBA6B6BC134BF7B442E9114,063-000-002,33333333,ALDI CBA,108.48,0,70844.29,DR,REF678869,CBA,Current
02-08-2025 18:29,CBA39EA7823E2154017B97A,063-000-002,33333333,BIGW CBA,10.85,0,70833.44,DR,REF528244,CBA,Current
02-08-2025 18:50,CBA33AE6F3FBA6E4FE5A174,063-000-002,33333333,MCDONALDS CBA,129.39,0,70704.05,DR,REF476573,CBA,Current
02-08-2025 18:58,CBA0DAB69EB27F848CEA8CF,063-000-002,33333333,SPOTIFY CBA,11.59,0,70692.46,DR,REF459530,CBA,Current
02-08-2025 19:31,CBA02BF091694E54A319FD8,063-000-002,33333333,FLIXBUS CBA,8.49,0,70683.97,DR,REF215735,CBA,Current
02-08-2025 19:48,CBAB82D21F27E5E47CCAC0F,063-000-002,33333333,TAFE BOOKSHOP CBA,21.37,0,70662.6,DR,REF924588,CBA,Current
02-08-2025 20:26,CBAA94034F47DBD46FCA22E,063-000-002,33333333,KFC CBA,8.14,0,70654.46,DR,REF713242,CBA,Current
02-08-2025 21:08,CBAC731D6548C4E4379A230,063-000-002,33333333,SPOTIFY CBA,78.9,0,70575.56,DR,REF789554,CBA,Current
02-08-2025 21:31,CBA726267B4F3A7449F9A9F,063-000-002,33333333,BIGW CBA,179.92,0,70395.64,DR,REF555229,CBA,Current
02-08-2025 21:36,CBA2C9EEF481CBA4855850B,063-000-002,33333333,PAYMENT GATEWAY CBA,6.98,0,70388.66,DR,REF201899,CBA,Current
02-08-2025 21:39,CBAE7F740DEDA5E4A69B651,063-000-002,33333333,JB HI-FI CBA,66.7,0,70321.96,DR,REF365713,CBA,Current
02-08-2025 21:52,CBA97826C110D684864869C,063-000-002,33333333,MENULOG CBA,49.98,0,70271.98,DR,REF749559,CBA,Current
02-08-2025 22:00,CBA98CE4EAA9CCE4C03AB4B,063-000-002,33333333,JB HI-FI CBA,9.96,0,70262.02,DR,REF980530,CBA,Current
02-08-2025 22:09,CBA04C57AFBE5D9497D8482,063-000-002,33333333,CITYLINK CBA,51.61,0,70210.41,DR,REF329137,CBA,Current
02-08-2025 23:02,CBACCBD1A0309994922B74B,063-000-002,33333333,BANK FEE CBA,22.03,0,70188.38,DR,REF347025,CBA,Current
02-08-2025 23:15,CBA531B01C363494D158CA9,063-000-002,33333333,ALDI CBA,26.53,0,70161.85,DR,REF949039,CBA,Current
02-08-2025 23:40,CBA6A76E881DA4F46AC9877,063-000-002,33333333,HARVEY NORMAN CBA,6.33,0,70155.52,DR,REF118433,CBA,Current
02-08-2025 23:54,INT9DFBDBB5869B4E2EB46B,063-000-002,33333333,TRANSFER FROM NAB 44444444,0,351.6,70507.12,CR,INT-28874,CBA,Current
02-08-2025 23:56,CBAB06C18CABED9417EA1AB,063-000-002,33333333,WOOLWORTHS CBA,34.57,0,70472.55,DR,REF778189,CBA,Current
03-08-2025 00:02,CBAF902F8CB2D424DD5813E,063-000-002,33333333,BANK FEE CBA,43.77,0,70428.78,DR,REF472398,CBA,Current
03-08-2025 00:15,CBADD92172A5A5E4E069B6E,063-000-002,33333333,PAY - SALARY CBA,0,4347.02,74775.8,CR,REF504460,CBA,Current
03-08-2025 00:21,CBA96E0D036A51644179E97,063-000-002,33333333,RAILWAY STATION CBA,2.31,0,74773.49,DR,REF411219,CBA,Current
03-08-2025 00:26,CBA45DE2AAD8FE54DF9A0F3,063-000-002,33333333,DOMINO'S PIZZA CBA,132.81,0,74640.68,DR,REF838761,CBA,Current
03-08-2025 00:27,CBA19E4893FD1B64FF89222,063-000-002,33333333,SHELL CBA,92.46,0,74548.22,DR,REF636827,CBA,Current
03-08-2025 00:27,CBA270CABCC39DA4B62BCD1,063-000-002,33333333,PAYMENT GATEWAY CBA,44.11,0,74504.11,DR,REF173029,CBA,Current
03-08-2025 00:31,CBA9B55722722A14984954A,063-000-002,33333333,BWS CBA,26.08,0,74478.03,DR,REF340993,CBA,Current
03-08-2025 01:07,CBAE50972A2D2ED4FE5AB72,063-000-002,33333333,UBER EATS CBA,9.54,0,74468.49,DR,REF734710,CBA,Current
03-08-2025 01:52,CBA60729326A16142DDB070,063-000-002,33333333,ZOOM CBA,124.72,0,74343.77,DR,REF251593,CBA,Current
