Date,TransactionID,BSB,AccountNumber,Description,Debit,Credit,Balance,Type,Reference,Bank,AccountType
01-08-2025 05:54,CBAAF8B4E7D20A24222964D,063-000-001,22222222,CITYLINK CBA,2.88,0,9907.68,DR,REF818615,CBA,Savings
01-08-2025 06:42,CBA0E4B60B1C58F4FB18CDE,063-000-001,22222222,FLIXBUS CBA,42.65,0,9865.03,DR,REF360081,CBA,Savings
01-08-2025 06:49,CBAD5291591A56A49C58745,063-000-001,22222222,ZOOM CBA,93.77,0,9771.26,DR,REF461025,CBA,Savings
01-08-2025 07:04,CBA7E13B01A2CE1414D98AE,063-000-001,22222222,PAYMENT GATEWAY CBA,22.44,0,9748.82,DR,REF566462,CBA,Savings
01-08-2025 07:37,CBA6D047A691A4F45AB902E,063-000-001,22222222,STARBUCKS CBA,89.3,0,9659.52,DR,REF510958,CBA,Savings
01-08-2025 08:31,CBAF745057D5CF4459CB86D,063-000-001,22222222,PAYPAL *NETFLIX CBA,45.44,0,9614.08,DR,REF960979,CBA,Savings
01-08-2025 09:00,CBA9409595FD06D42B1A814,063-000-001,22222222,HARVEY NORMAN CBA,71.44,0,9542.64,DR,REF550704,CBA,Savings
01-08-2025 09:22,CBA798E4D799DA0444892BE,063-000-001,22222222,PAYPAL *NETFLIX CBA,88.75,0,9453.89,DR,REF720960,CBA,Savings
01-08-2025 09:40,CBAF1F93C27FFE0404096A3,063-000-001,22222222,BANK FEE CBA,12.18,0,9441.71,DR,REF162493,CBA,Savings
01-08-2025 09:46,CBAF5A0C0B0380D4394A214,063-000-001,22222222,PAYMENT GATEWAY CBA,90.03,0,9351.68,DR,REF128937,CBA,Savings
01-08-2025 09:54,CBA45A4A27F25D0450DBE78,063-000-001,22222222,BWS CBA,9.68,0,9342,DR,REF396181,CBA,Savings
01-08-2025 10:26,CBA0B5CAEE1998441A8AF05,063-000-001,22222222,KFC CBA,152.17,0,9189.83,DR,REF130643,CBA,Savings
01-08-2025 10:33,CBA3C337F1731884CB79049,063-000-001,22222222,APPLE CBA,7.73,0,9182.1,DR,REF784054,CBA,Savings
01-08-2025 10:35,INT7D5D09D28BA7438BB1EF,063-000-001,22222222,TRANSFER FROM NAB 44444444,0,1225.3,10407.4,CR,INT-51084,CBA,Savings
01-08-2025 10:49,CBA51831435C0214E3F8BA6,063-000-001,22222222,PAYPAL *NETFLIX CBA,91.36,0,10316.04,DR,REF772158,CBA,Savings
01-08-2025 10:55,CBA9E625891E6FD4130A5E8,063-000-001,22222222,SHELL CBA,9.19,0,10306.85,DR,REF549200,CBA,Savings
01-08-2025 11:41,CBA35D2D02ED62440F8B3DE,063-000-001,22222222,MENULOG CBA,28.36,0,10278.49,DR,REF718403,CBA,Savings
01-08-2025 11:57,CBA3130C2B5A8BD48439BED,063-000-001,22222222,7-ELEVEN CBA,104.91,0,10173.58,DR,REF351405,CBA,Savings
01-08-2025 12:08,CBA05FFC9CD8BAD495F8A77,063-000-001,22222222,PAYPAL *NETFLIX CBA,9.66,0,10163.92,DR,REF802101,CBA,Savings
01-08-2025 12:09,CBA73309C4D5B184A2A815B,063-000-001,22222222,PAYROLL CREDIT CBA,0,2488.41,12652.33,CR,REF528569,CBA,Savings
01-08-2025 12:11,CBA84F429ABD68043B7B1EA,063-000-001,22222222,SHELL CBA,19.35,0,12632.98,DR,REF943777,CBA,Savings
01-08-2025 12:33,CBA5006C60A0692457D82E5,063-000-001,22222222,COLES CBA,54.51,0,12578.47,DR,REF776381,CBA,Savings
01-08-2025 12:47,CBA75538A07297A46158111,063-000-001,22222222,BANK FEE CBA,73.19,0,12505.28,DR,REF102423,CBA,Savings
01-08-2025 13:27,CBAD943BA0E46AE48D2941B,063-000-001,22222222,CITYLINK CBA,44.34,0,12460.94,DR,REF761259,CBA,Savings
01-08-2025 13:46,CBA04FD2EBD55054682AE9B,063-000-001,22222222,RAILWAY STATION CBA,128.92,0,12332.02,DR,REF653671,CBA,Savings
01-08-2025 13:51,CBAA5527F9FCB9740849B75,063-000-001,22222222,RAILWAY STATION CBA,8.02,0,12324,DR,REF888533,CBA,Savings
01-08-2025 14:21,CBAEE5E82D9448F46D08CE6,063-000-001,22222222,DOMINO'S PIZZA CBA,244.93,0,12079.07,DR,REF986708,CBA,Savings
01-08-2025 14:30,CBA987AA5E362D94C35BF77,063-000-001,22222222,SALARY PAYMENT CBA,0,251.68,12330.75,CR,REF556408,CBA,Savings
01-08-2025 14:30,CBA9EC65FF8FA544601A908,063-000-001,22222222,HARVEY NORMAN CBA,21.97,0,12308.78,DR,REF958572,CBA,Savings
01-08-2025 14:33,CBAEDFAEFFF28B241F1B13B,063-000-001,22222222,BANK FEE CBA,23.2,0,12285.58,DR,REF102360,CBA,Savings
01-08-2025 15:13,CBA2EFE3CCBD6824CD0AF5C,063-000-001,22222222,BANK FEE CBA,24.75,0,12260.83,DR,REF217794,CBA,Savings
01-08-2025 15:30,CBABF90A81BAE5D43EAA3B3,063-000-001,22222222,LIQUORLAND CBA,7.71,0,12253.12,DR,REF258686,CBA,Savings
01-08-2025 15:42,CBA2D9527A8423641C9BF3C,063-000-001,22222222,7-ELEVEN CBA,70.35,0,12182.77,DR,REF882938,CBA,Savings
01-08-2025 15:48,CBAD6925416D0BB4A129BC4,063-000-001,22222222,WOOLWORTHS CBA,56.79,0,12125.98,DR,REF812500,CBA,Savings
01-08-2025 15:52,CBAA963A3BA13034FD091A5,063-000-001,22222222,WOOLWORTHS CBA,18.31,0,12107.67,DR,REF123151,CBA,Savings
01-08-2025 15:56,CBA2314F60E10574ADB8A78,063-000-001,22222222,INTERNET TRANSFER CBA,20.22,0,12087.45,DR,REF963550,CBA,Savings
01-08-2025 16:12,CBAF9FA7B5736F14434AB0A,063-000-001,22222222,RAILWAY STATION CBA,130.61,0,11956.84,DR,REF944119,CBA,Savings
01-08-2025 16:15,CBAE4E02C0975E84C3F8851,063-000-001,22222222,SHELL CBA,26.21,0,11930.63,DR,REF402790,CBA,Savings
01-08-2025 16:18,CBA408C8A4C5CA04B5294A2,063-000-001,22222222,PAYROLL CREDIT CBA,0,953.71,12884.34,CR,REF761415,CBA,Savings
01-08-2025 16:20,CBAC6AD206AA34B430C9C8B,063-000-001,22222222,BP CBA,3.75,0,12880.59,DR,REF454657,CBA,Savings
01-08-2025 16:21,CBABD4EDC9F2DC743FB9E53,063-000-001,22222222,MENULOG CBA,10.31,0,12870.28,DR,REF283340,CBA,Savings
01-08-2025 16:34,CBA2E255A10849B4464B1A7,063-000-001,22222222,SALARY PAYMENT CBA,0,807.74,13678.02,CR,REF962515,CBA,Savings
01-08-2025 16:56,INT3AFD639CA9DB45BBAD82,063-000-001,22222222,TRANSFER TO NAB 44444444,995.36,0,12682.66,DR,INT-43672,CBA,Savings
01-08-2025 17:09,CBABCBE21D4506A4AB99F78,063-000-001,22222222,LIQUORLAND CBA,45.82,0,12636.84,DR,REF921296,CBA,Savings
01-08-2025 17:16,CBAD3C3431E55564ED986FA,063-000-001,22222222,BANK FEE CBA,54.46,0,12582.38,DR,REF391370,CBA,Savings
01-08-2025 17:37,CBA2B51D75F254B4D05961A,063-000-001,22222222,RAILWAY STATION CBA,79.56,0,12502.82,DR,REF253689,CBA,Savings
01-08-2025 17:49,CBAD1334D6A49BC47B69A06,063-000-001,22222222,BANK FEE CBA,29.2,0,12473.62,DR,REF582526,CBA,Savings
01-08-2025 17:53,CBA77162640675240AFB55D,063-000-001,22222222,SALARY PAYMENT CBA,0,1191.51,13665.13,CR,REF794324,CBA,Savings
01-08-2025 18:12,CBA8BA91797E47542609718,063-000-001,22222222,WAGES CREDIT CBA,0,231.61,13896.74,CR,REF832402,CBA,Savings
01-08-2025 18:51,INTCF598E343C444A8A9B00,063-000-001,22222222,TRANSFER TO CBA 33333333,349.13,0,13547.61,DR,INT-77206,CBA,Savings
01-08-2025 19:04,CBAE8CE999F4FFC40278A73,063-000-001,22222222,HARVEY NORMAN CBA,36.92,0,13510.69,DR,REF666232,CBA,Savings
01-08-2025 19:31,CBAA61BA8BFB75F46C7993A,063-000-001,22222222,SHELL CBA,61.06,0,13449.63,DR,REF519709,CBA,Savings
01-08-2025 19:48,CBADA376D8038B4420E8EB6,063-000-001,22222222,RAILWAY STATION CBA,46.16,0,13403.47,DR,REF942594,CBA,Savings
01-08-2025 20:14,CBA510B6A0110A44BF6841C,063-000-001,22222222,WOOLWORTHS CBA,51.96,0,13351.51,DR,REF731834,CBA,Savings
01-08-2025 20:26,CBA1750517ACBF34D899010,063-000-001,22222222,BWS CBA,25.46,0,13326.05,DR,REF185154,CBA,Savings
01-08-2025 20:40,CBA5C7E42E254F44CBB902C,063-000-001,22222222,SPOTIFY CBA,25.15,0,13300.9,DR,REF746665,CBA,Savings
01-08-2025 21:12,CBA0F67B73AB1EB4AE78822,063-000-001,22222222,BIGW CBA,101.42,0,13199.48,DR,REF988058,CBA,Savings
01-08-2025 21:32,CBA8ECC6C5880364D29869D,063-000-001,22222222,BP CBA,95.57,0,13103.91,DR,REF851844,CBA,Savings
01-08-2025 21:34,CBA9B0A853808344AF6B069,063-000-001,22222222,WOOLWORTHS CBA,28.22,0,13075.69,DR,REF865213,CBA,Savings
01-08-2025 21:35,CBA1FA6AA1C43D2431F940B,063-000-001,22222222,PAYPAL *NETFLIX CBA,85.62,0,12990.07,DR,REF847325,CBA,Savings
01-08-2025 22:11,CBA2CE9441C9A0543128689,063-000-001,22222222,SALARY PAYMENT CBA,0,6753.13,19743.2,CR,REF431851,CBA,Savings
01-08-2025 22:21,CBAE4CBD46496934D7D979B,063-000-001,22222222,CITYLINK CBA,29.47,0,19713.73,DR,REF827120,CBA,Savings
01-08-2025 22:22,CBA4A574D12330F40FF8CFB,063-000-001,22222222,BWS CBA,13.73,0,19700,DR,REF161776,CBA,Savings
01-08-2025 22:26,CBAF21335160B324EEAAFB8,063-000-001,22222222,BP CBA,9.89,0,19690.11,DR,REF455124,CBA,Savings
01-08-2025 22:26,CBA5A9F9481C0284B3898F2,063-000-001,22222222,BANK FEE CBA,47.41,0,19642.7,DR,REF478931,CBA,Savings
01-08-2025 22:29,CBAF13EFB7DF66F4AC8B0EE,063-000-001,22222222,7-ELEVEN CBA,19.39,0,19623.31,DR,REF682153,CBA,Savings
01-08-2025 22:35,CBAA7368CD106B640FD99C9,063-000-001,22222222,UBER EATS CBA,16.45,0,19606.86,DR,REF322817,CBA,Savings
01-08-2025 22:37,CBA975771F9E4084798857C,063-000-001,22222222,WAGES CREDIT CBA,0,4529.21,24136.07,CR,REF584860,CBA,Savings
01-08-2025 22:39,CBA87412D61CF5F47E4A91B,063-000-001,22222222,PAYMENT GATEWAY CBA,18.44,0,24117.63,DR,REF701721,CBA,Savings
01-08-2025 22:56,CBA295B40A7CD734732921B,063-000-001,22222222,SALARY PAYMENT CBA,0,7970.95,32088.58,CR,REF131371,CBA,Savings
01-08-2025 23:10,CBAACB85FDAA65247829704,063-000-001,22222222,UBER EATS CBA,39.11,0,32049.47,DR,REF700344,CBA,Savings
01-08-2025 23:21,CBAECD1A682E862493BB1DD,063-000-001,22222222,BANK FEE CBA,46.51,0,32002.96,DR,REF940693,CBA,Savings
01-08-2025 23:29,CBA9E6BAEC0F4864678A594,063-000-001,22222222,INTERNET TRANSFER CBA,57.88,0,31945.08,DR,REF259482,CBA,Savings
02-08-2025 00:06,CBA14F779F242844E6D8315,063-000-001,22222222,PAYMENT GATEWAY CBA,33.16,0,31911.92,DR,REF409246,CBA,Savings
02-08-2025 00:11,CBADAA165950F12481F8AC2,063-000-001,22222222,BWS CBA,168.36,0,31743.56,DR,REF727318,CBA,Savings
02-08-2025 01:04,CBA3B7EF195CB06468AA88E,063-000-001,22222222,CITYLINK CBA,119.3,0,31624.26,DR,REF265348,CBA,Savings
02-08-2025 01:05,CBA2B1F3D7D5799442B9D3A,063-000-001,22222222,WAGES CREDIT CBA,0,4756.5,36380.76,CR,REF900688,CBA,Savings
02-08-2025 02:07,CBA60F9CBACAD564F688DDF,063-000-001,22222222,INTERNET TRANSFER CBA,19.33,0,36361.43,DR,REF487363,CBA,Savings
02-08-2025 02:57,CBAD5DCCCF644094F95BE43,063-000-001,22222222,ALDI CBA,4.3,0,36357.13,DR,REF406781,CBA,Savings
02-08-2025 03:20,CBA0CCF430B2952474F9512,063-000-001,22222222,MENULOG CBA,12.54,0,36344.59,DR,REF900091,CBA,Savings
02-08-2025 03:35,CBA6F13A17E25594EE98CA9,063-000-001,22222222,LIQUORLAND CBA,27.69,0,36316.9,DR,REF655067,CBA,Savings
02-08-2025 03:35,CBA4A41D8AECA7B44EE9D87,063-000-001,22222222,SHELL CBA,35.46,0,36281.44,DR,REF711592,CBA,Savings
02-08-2025 03:55,CBAFFAD76D543EE4B0BBB5A,063-000-001,22222222,TAFE BOOKSHOP CBA,40.73,0,36240.71,DR,REF616580,CBA,Savings
02-08-2025 04:07,CBA58F6EFF0B8474C96AA5B,063-000-001,22222222,PAYROLL CREDIT CBA,0,977.43,37218.14,CR,REF678978,CBA,Savings
02-08-2025 04:18,CBACE6725FA94A343DBB693,063-000-001,22222222,LIQUORLAND CBA,65.23,0,37152.91,DR,REF324861,CBA,Savings
02-08-2025 04:24,CBA02F69AB082334825BE64,063-000-001,22222222,COLES CBA,12.24,0,37140.67,DR,REF216105,CBA,Savings
02-08-2025 04:34,CBA4406163547114545A51C,063-000-001,22222222,BP CBA,14.65,0,37126.02,DR,REF141563,CBA,Savings
02-08-2025 04:51,CBA725597F3302C4CCAB8E0,063-000-001,22222222,BP CBA,27.97,0,37098.05,DR,REF300723,CBA,Savings
02-08-2025 05:14,CBAC7DC4EEDB4B14D07ACB4,063-000-001,22222222,MENULOG CBA,27.79,0,37070.26,DR,REF576264,CBA,Savings
02-08-2025 05:25,CBAF067F999393F4C9D808F,063-000-001,22222222,INTERNET TRANSFER CBA,8.08,0,37062.18,DR,REF273712,CBA,Savings
02-08-2025 05:48,CBAF11B30ECA2324F68A0CB,063-000-001,22222222,WAGES CREDIT CBA,0,7591.68,44653.86,CR,REF919806,CBA,Savings
02-08-2025 05:54,CBAF2FBF4E18E174A628990,063-000-001,22222222,SALARY PAYMENT CBA,0,1670.09,46323.95,CR,REF901983,CBA,Savings
02-08-2025 06:06,CBA107ED0D3C4204657B12C,063-000-001,22222222,PAYPAL *NETFLIX CBA,30.61,0,46293.34,DR,REF283290,CBA,Savings
02-08-2025 06:40,CBAC069512AD780482EBBBA,063-000-001,22222222,UBER EATS CBA,99.71,0,46193.63,DR,REF264506,CBA,Savings
02-08-2025 06:52,CBAE3414288FC444BEEAF40,063-000-001,22222222,BANK FEE CBA,55.01,0,46138.62,DR,REF340869,CBA,Savings
02-08-2025 07:12,CBA43E9F3F5549740CAA3E1,063-000-001,22222222,JB HI-FI CBA,7.79,0,46130.83,DR,REF391547,CBA,Savings
02-08-2025 07:17,CBA251DB7CF8766412FA2EA,063-000-001,22222222,UBER EATS CBA,54.51,0,46076.32,DR,REF489816,CBA,Savings
02-08-2025 07:37,CBA335D5935069E41D3BA3C,063-000-001,22222222,7-ELEVEN CBA,115.38,0,45960.94,DR,REF104522,CBA,Savings
02-08-2025 09:55,CBAF24B203275F7436E8479,063-000-001,22222222,WOOLWORTHS CBA,63.49,0,45897.45,DR,REF455443,CBA,Savings
02-08-2025 10:05,CBA7C2D0D26F042481CA5A2,063-000-001,22222222,AMAZON AU CBA,10.44,0,45887.01,DR,REF682878,CBA,Savings
02-08-2025 10:26,CBA106EB1961A9840C0910C,063-000-001,22222222,KFC CBA,133.32,0,45753.69,DR,REF100342,CBA,Savings
02-08-2025 10:35,CBABD57370B3EFE4158B400,063-000-001,22222222,FLIXBUS CBA,17.8,0,45735.89,DR,REF145679,CBA,Savings
02-08-2025 10:50,CBA420AD1D59485497281C9,063-000-001,22222222,DOMINO'S PIZZA CBA,8.56,0,45727.33,DR,REF745135,CBA,Savings
02-08-2025 10:51,CBA688F1841DCEA4D73BD93,063-000-001,22222222,SHELL CBA,60.01,0,45667.32,DR,REF776942,CBA,Savings
02-08-2025 10:52,CBA11217CB15C97421D900F,063-000-001,22222222,ZOOM CBA,93.83,0,45573.49,DR,REF651504,CBA,Savings
02-08-2025 11:40,CBA58C06F8A33AE4FFE81D2,063-000-001,22222222,AMAZON AU CBA,71.89,0,45501.6,DR,REF636039,CBA,Savings
02-08-2025 11:42,CBAF98A9901344C414882BE,063-000-001,22222222,BIGW CBA,50,0,45451.6,DR,REF106878,CBA,Savings
02-08-2025 11:54,CBA5AC3FEC5601D49A58B78,063-000-001,22222222,RAILWAY STATION CBA,1.97,0,45449.63,DR,REF562915,CBA,Savings
02-08-2025 12:00,CBA283E5B81FDC84E8788F9,063-000-001,22222222,LIQUORLAND CBA,9.66,0,45439.97,DR,REF947288,CBA,Savings
02-08-2025 12:12,CBAD3E1BEC532904B26BE5A,063-000-001,22222222,BIGW CBA,12.69,0,45427.28,DR,REF371810,CBA,Savings
02-08-2025 12:29,CBA35F02D668E6943CDAFF9,063-000-001,22222222,PAY - SALARY CBA,0,3501.57,48928.85,CR,REF561144,CBA,Savings
02-08-2025 12:40,CBA36FCE0B3DC554438A99D,063-000-001,22222222,AMAZON AU CBA,56.85,0,48872,DR,REF102043,CBA,Savings
02-08-2025 12:56,CBA2E0FC584471144F18724,063-000-001,22222222,DOMINO'S PIZZA CBA,84.28,0,48787.72,DR,REF726637,CBA,Savings
02-08-2025 12:59,CBA58534CE5C4334FE9A05C,063-000-001,22222222,COMPANY PAYROLL CBA,0,3102.53,51890.25,CR,REF696963,CBA,Savings
02-08-2025 13:16,CBAF4727E354AEB49ADAFE5,063-000-001,22222222,STARBUCKS CBA,88.88,0,51801.37,DR,REF914547,CBA,Savings
02-08-2025 13:19,CBA5F2D3F9D636346FFBA15,063-000-001,22222222,MENULOG CBA,12.29,0,51789.08,DR,REF134913,CBA,Savings
02-08-2025 13:20,CBA1CAA4E2E352145B086C7,063-000-001,22222222,ALDI CBA,99.48,0,51689.6,DR,REF487049,CBA,Savings
02-08-2025 13:35,CBA3590E6CAA784470CBFA5,063-000-001,22222222,WAGES CREDIT CBA,0,4021.16,55710.76,CR,REF929459,CBA,Savings
02-08-2025 13:35,CBA32BA14FF3A1D4331BFFF,063-000-001,22222222,DOMINO'S PIZZA CBA,28.95,0,55681.81,DR,REF806434,CBA,Savings
02-08-2025 13:35,CBA9C049529FE5040B5973A,063-000-001,22222222,WOOLWORTHS CBA,62.92,0,55618.89,DR,REF263288,CBA,Savings
02-08-2025 14:23,CBA1CF50FB559FB4394900A,063-000-001,22222222,UBER EATS CBA,4.69,0,55614.2,DR,REF728087,CBA,Savings
02-08-2025 14:31,CBAD3812775D1EB49F8BF7C,063-000-001,22222222,JB HI-FI CBA,12.29,0,55601.91,DR,REF194852,CBA,Savings
02-08-2025 14:33,CBA120F32DCE8554FB6B4C1,063-000-001,22222222,SALARY PAYMENT CBA,0,4483.58,60085.49,CR,REF484363,CBA,Savings
02-08-2025 15:14,CBA828CB4E5AC794E52A380,063-000-001,22222222,WOOLWORTHS CBA,38.16,0,60047.33,DR,REF143586,CBA,Savings
02-08-2025 15:22,CBA4352A3CD468342B2885D,063-000-001,22222222,AMAZON AU CBA,60.13,0,59987.2,DR,REF751583,CBA,Savings
02-08-2025 16:00,INTFF1E926961A440F493CF,063-000-001,22222222,TRANSFER FROM CBA 33333333,0,316.56,60303.76,CR,INT-10533,CBA,Savings
02-08-2025 16:18,CBADCAADA25982C4D838BCE,063-000-001,22222222,PAYMENT GATEWAY CBA,14.13,0,60289.63,DR,REF349201,CBA,Savings
02-08-2025 16:19,CBAA0DDFF5C8F9846BE9DF8,063-000-001,22222222,ZOOM CBA,46.71,0,60242.92,DR,REF278893,CBA,Savings
02-08-2025 16:28,CBA7B071F0E570C4C268ABB,063-000-001,22222222,PAYROLL CREDIT CBA,0,3560.92,63803.84,CR,REF585516,CBA,Savings
02-08-2025 16:36,CBA43B0F2D6459F4166ADB8,063-000-001,22222222,WOOLWORTHS CBA,78.4,0,63725.44,DR,REF593978,CBA,Savings
02-08-2025 16:38,CBAA83B20D3C2794A819BD9,063-000-001,22222222,DOMINO'S PIZZA CBA,167.12,0,63558.32,DR,REF218513,CBA,Savings
02-08-2025 17:11,INTD7D4195820DD4544A8D1,063-000-001,22222222,TRANSFER TO CBA 33333333,1033.94,0,62524.38,DR,INT-23330,CBA,Savings
02-08-2025 17:12,CBA6360AFAABAA04F669195,063-000-001,22222222,CITYLINK CBA,72.25,0,62452.13,DR,REF226459,CBA,Savings
02-08-2025 17:27,CBA8E1538253E8043B3905E,063-000-001,22222222,STARBUCKS CBA,46.16,0,62405.97,DR,REF471977,CBA,Savings
02-08-2025 18:05,CBA9728E0C898BA4A1C8D56,063-000-001,22222222,LIQUORLAND CBA,29.27,0,62376.7,DR,REF401965,CBA,Savings
02-08-2025 18:13,CBA3CC4012FCFEB461B9661,063-000-001,22222222,MCDONALDS CBA,46.23,0,62330.47,DR,REF716990,CBA,Savings
02-08-2025 18:16,CBA7CE7F037C15C49DA9997,063-000-001,22222222,SHELL CBA,167.3,0,62163.17,DR,REF240021,CBA,Savings
02-08-2025 18:38,CBA22E88336F1FC47C489C2,063-000-001,22222222,TAFE BOOKSHOP CBA,50.88,0,62112.29,DR,REF332383,CBA,Savings
02-08-2025 18:43,CBA77D525BF8D6E463A8F8E,063-000-001,22222222,RAILWAY STATION CBA,117.28,0,61995.01,DR,REF860927,CBA,Savings
02-08-2025 18:44,CBAD2280B12B6B2463BB763,063-000-001,22222222,KFC CBA,50.3,0,61944.71,DR,REF959851,CBA,Savings
02-08-2025 19:15,CBA6A22B8E2F99549B5A63F,063-000-001,22222222,BIGW CBA,41.06,0,61903.65,DR,REF651327,CBA,Savings
02-08-2025 19:31,INT6226C454E1B54F8B957B,063-000-001,22222222,TRANSFER FROM NAB 44444444,0,1772.91,63676.56,CR,INT-61712,CBA,Savings
02-08-2025 19:58,CBA84FAA1A181794AD7AC17,063-000-001,22222222,7-ELEVEN CBA,44.73,0,63631.83,DR,REF969762,CBA,Savings
02-08-2025 20:16,CBAFFE9A0D01DE84CBF8550,063-000-001,22222222,TAFE BOOKSHOP CBA,127.21,0,63504.62,DR,REF825668,CBA,Savings
02-08-2025 20:52,CBAEC16EC973C5F4F1CA7C8,063-000-001,22222222,MCDONALDS CBA,5.72,0,63498.9,DR,REF868297,CBA,Savings
02-08-2025 21:06,CBAE04B82A05E10495A9701,063-000-001,22222222,KFC CBA,53.71,0,63445.19,DR,REF249187,CBA,Savings
02-08-2025 21:21,CBAAA5944E4398248E6BD05,063-000-001,22222222,SHELL CBA,6.2,0,63438.99,DR,REF779562,CBA,Savings
02-08-2025 21:54,CBA2E4DF3D0325F4E75A5CA,063-000-001,22222222,WAGES CREDIT CBA,0,6124.05,69563.04,CR,REF525902,CBA,Savings
02-08-2025 21:54,CBA2A5F9694661A4C68816D,063-000-001,22222222,ZOOM CBA,28.24,0,69534.8,DR,REF605720,CBA,Savings
02-08-2025 22:10,CBA048A497D31D54622A4CE,063-000-001,22222222,RAILWAY STATION CBA,10.76,0,69524.04,DR,REF439824,CBA,Savings
02-08-2025 23:00,CBAAB66AF42BCE645D68F5E,063-000-001,22222222,PAYPAL *NETFLIX CBA,32.02,0,69492.02,DR,REF612571,CBA,Savings
02-08-2025 23:07,CBA89F84808B9FD42098319,063-000-001,22222222,PAY - SALARY CBA,0,667.57,70159.59,CR,REF664040,CBA,Savings
02-08-2025 23:08,CBAAC1F7A2059874A7C80D7,063-000-001,22222222,HARVEY NORMAN CBA,27.9,0,70131.69,DR,REF536462,CBA,Savings
02-08-2025 23:17,CBAAFFC87B070664722B70C,063-000-001,22222222,WAGES CREDIT CBA,0,6211.91,76343.6,CR,REF876654,CBA,Savings
03-08-2025 00:21,CBA56BF759C9386447FB5B0,063-000-001,22222222,CITYLINK CBA,12.77,0,76330.83,DR,REF882758,CBA,Savings
03-08-2025 00:26,CBA9B8AF81C3D864F7D80EB,063-000-001,22222222,SHELL CBA,36.08,0,76294.75,DR,REF726066,CBA,Savings
