Date,TransactionID,BSB,AccountNumber,Description,Debit,Credit,Balance,Type,Reference,Bank,AccountType
02-08-2025 02:47,INT11353C83918A4A55A051,012-345-678,11111111,TRANSFER FROM CBA 33333333,0,851.88,30651.88,CR,INT-16334,ANZ,Savings
02-08-2025 03:15,ANZ37C6C8040CD94693AE17,012-345-678,11111111,RAILWAY STATION ANZ,28.91,0,30622.97,DR,REF516386,ANZ,Savings
02-08-2025 03:19,ANZ3AB280BA5DBC4CA18626,012-345-678,11111111,APPLE ANZ,11.33,0,30611.64,DR,REF833499,ANZ,Savings
02-08-2025 03:34,ANZF00D5E6D50D84EF69A30,012-345-678,11111111,DOMINO'S PIZZA ANZ,17.92,0,30593.72,DR,REF513151,ANZ,Savings
02-08-2025 04:31,ANZ296C581594CE4C919891,012-345-678,11111111,PAYPAL *NETFLIX ANZ,18.41,0,30575.31,DR,REF721761,ANZ,Savings
02-08-2025 05:13,ANZ9E3E368B22C34A5EABEE,012-345-678,11111111,LIQUORLAND ANZ,71.38,0,30503.93,DR,REF446296,ANZ,Savings
02-08-2025 05:36,ANZB0FF78AE40C34973B786,012-345-678,11111111,DOMINO'S PIZZA ANZ,18.48,0,30485.45,DR,REF688220,ANZ,Savings
02-08-2025 06:04,ANZ36B8E26401704CA79613,012-345-678,11111111,DOMINO'S PIZZA ANZ,5.03,0,30480.42,DR,REF164752,ANZ,Savings
02-08-2025 06:04,ANZ9FC373F564F24819947D,012-345-678,11111111,SALARY PAYMENT ANZ,0,6108.13,36588.55,CR,REF805302,ANZ,Savings
02-08-2025 06:09,ANZ0703A83AA3544D7C8B83,012-345-678,11111111,SPOTIFY ANZ,4.75,0,36583.8,DR,REF154908,ANZ,Savings
02-08-2025 06:24,ANZFF80CE9B4DA64482AC43,012-345-678,11111111,WOOLWORTHS ANZ,92.26,0,36491.54,DR,REF891629,ANZ,Savings
02-08-2025 06:35,ANZ7C50B5BBB0D946199D38,012-345-678,11111111,UBER EATS ANZ,45.57,0,36445.97,DR,REF940472,ANZ,Savings
02-08-2025 07:14,ANZ4CE95D83E09448D59BF3,012-345-678,11111111,UBER EATS ANZ,52.58,0,36393.39,DR,REF583000,ANZ,Savings
02-08-2025 07:21,ANZ611CAAB461E74E629377,012-345-678,11111111,TAFE BOOKSHOP ANZ,12.5,0,36380.89,DR,REF506594,ANZ,Savings
02-08-2025 07:31,ANZCA8ABC13E9C14680937F,012-345-678,11111111,UBER EATS ANZ,88.13,0,36292.76,DR,REF536472,ANZ,Savings
02-08-2025 07:59,ANZ2297D36A129C481F9A28,012-345-678,11111111,JB HI-FI ANZ,55.95,0,36236.81,DR,REF326143,ANZ,Savings
02-08-2025 08:30,ANZ1A1CFCD37C2F4609AF57,012-345-678,11111111,BANK FEE ANZ,22.12,0,36214.69,DR,REF209289,ANZ,Savings
02-08-2025 08:48,ANZEF24CBA511AE4956BF7E,012-345-678,11111111,PAY - SALARY ANZ,0,5326.55,41541.24,CR,REF548157,ANZ,Savings
02-08-2025 08:57,ANZA802AFC3F32741A7808B,012-345-678,11111111,APPLE ANZ,23.65,0,41517.59,DR,REF474244,ANZ,Savings
02-08-2025 09:11,ANZ5C40D92C050449BDB93F,012-345-678,11111111,TAFE BOOKSHOP ANZ,33.2,0,41484.39,DR,REF257011,ANZ,Savings
02-08-2025 09:46,ANZE7998AB06B6C4EE2912A,012-345-678,11111111,PAYPAL *NETFLIX ANZ,108.7,0,41375.69,DR,REF923326,ANZ,Savings
02-08-2025 10:09,ANZE018DFDF397B48438F59,012-345-678,11111111,SALARY PAYMENT ANZ,0,1055.63,42431.32,CR,REF456827,ANZ,Savings
02-08-2025 10:29,ANZ899D2B6A81A74C20800E,012-345-678,11111111,CITYLINK ANZ,1.49,0,42429.83,DR,REF361258,ANZ,Savings
02-08-2025 10:30,ANZ792A63D4C019447CB18D,012-345-678,11111111,MENULOG ANZ,70.34,0,42359.49,DR,REF664328,ANZ,Savings
02-08-2025 10:33,ANZ85E4484AA98F4A1898C8,012-345-678,11111111,DOMINO'S PIZZA ANZ,8.65,0,42350.84,DR,REF344892,ANZ,Savings
02-08-2025 10:42,ANZ2ECC5DE09FC74BA1B9B5,012-345-678,11111111,HARVEY NORMAN ANZ,113.54,0,42237.3,DR,REF892476,ANZ,Savings
02-08-2025 10:50,ANZDF1FA4B04EE447408469,012-345-678,11111111,AMAZON AU ANZ,18.48,0,42218.82,DR,REF898036,ANZ,Savings
02-08-2025 11:02,ANZE27F3540693F4B6D963F,012-345-678,11111111,STARBUCKS ANZ,89.86,0,42128.96,DR,REF796880,ANZ,Savings
02-08-2025 11:20,ANZ621DC3EAA7DC4B17BFB8,012-345-678,11111111,COLES ANZ,18.5,0,42110.46,DR,REF461018,ANZ,Savings
02-08-2025 12:13,ANZ43DABFDE9B60495DBC88,012-345-678,11111111,ALDI ANZ,111.14,0,41999.32,DR,REF480478,ANZ,Savings
02-08-2025 12:45,ANZ70BFF69970064FE685C5,012-345-678,11111111,FLIXBUS ANZ,25.41,0,41973.91,DR,REF307725,ANZ,Savings
02-08-2025 12:48,ANZBF4E6BA7E98E435BA1AC,012-345-678,11111111,WOOLWORTHS ANZ,12.06,0,41961.85,DR,REF934117,ANZ,Savings
02-08-2025 12:50,INT9AD9B221217C4B9AB2F8,012-345-678,11111111,TRANSFER TO CBA 33333333,865.31,0,41096.54,DR,INT-61321,ANZ,Savings
02-08-2025 12:52,ANZ6BF71F093CCA4163ABEE,012-345-678,11111111,INTERNET TRANSFER ANZ,77.98,0,41018.56,DR,REF644518,ANZ,Savings
02-08-2025 13:33,ANZ689BA3888BEC4E5BAA2A,012-345-678,11111111,INTERNET TRANSFER ANZ,23.44,0,40995.12,DR,REF911398,ANZ,Savings
02-08-2025 13:57,ANZ080C560F98024DE7976F,012-345-678,11111111,PAYROLL CREDIT ANZ,0,176.67,41171.79,CR,REF427606,ANZ,Savings
02-08-2025 14:06,ANZEDE697EBEDE440C1815D,012-345-678,11111111,SHELL ANZ,59.61,0,41112.18,DR,REF517881,ANZ,Savings
02-08-2025 14:09,ANZE9B281F4BA894686A6FB,012-345-678,11111111,APPLE ANZ,80.97,0,41031.21,DR,REF861128,ANZ,Savings
02-08-2025 14:31,ANZ5540AA9B5CD3401E9708,012-345-678,11111111,APPLE ANZ,21.51,0,41009.7,DR,REF940971,ANZ,Savings
02-08-2025 14:33,INTA6632994546A464C8613,012-345-678,11111111,TRANSFER FROM NAB 44444444,0,1462.75,42472.45,CR,INT-52083,ANZ,Savings
02-08-2025 14:45,ANZ50EAC2930A8341E8B9BD,012-345-678,11111111,BANK FEE ANZ,36.26,0,42436.19,DR,REF813712,ANZ,Savings
02-08-2025 15:04,ANZD65EFF2B86EB4235B6CD,012-345-678,11111111,MCDONALDS ANZ,34.96,0,42401.23,DR,REF792779,ANZ,Savings
02-08-2025 16:12,ANZF31C344E12A44CAFBC7C,012-345-678,11111111,JB HI-FI ANZ,58.6,0,42342.63,DR,REF509559,ANZ,Savings
02-08-2025 16:14,ANZE8E057D88BAA4470A329,012-345-678,11111111,RAILWAY STATION ANZ,2.14,0,42340.49,DR,REF184592,ANZ,Savings
02-08-2025 16:30,ANZ27072A2F78FE46208A4A,012-345-678,11111111,WAGES CREDIT ANZ,0,6893.76,49234.25,CR,REF358271,ANZ,Savings
02-08-2025 16:50,ANZ430CDEEF7AE649ED89A4,012-345-678,11111111,BANK FEE ANZ,20.91,0,49213.34,DR,REF297555,ANZ,Savings
02-08-2025 17:00,ANZB483C841DA94452DA2A4,012-345-678,11111111,TAFE BOOKSHOP ANZ,27.58,0,49185.76,DR,REF182987,ANZ,Savings
02-08-2025 17:17,ANZ6411ED49B1E343F99C8B,012-345-678,11111111,BANK FEE ANZ,22.53,0,49163.23,DR,REF777772,ANZ,Savings
02-08-2025 17:37,ANZ928543619F9B4C208AAE,012-345-678,11111111,LIQUORLAND ANZ,133.61,0,49029.62,DR,REF820112,ANZ,Savings
02-08-2025 17:41,ANZ226B7F0E554E4912B922,012-345-678,11111111,7-ELEVEN ANZ,24.53,0,49005.09,DR,REF583190,ANZ,Savings
02-08-2025 17:51,INT559C0545709A484AB82B,012-345-678,11111111,TRANSFER FROM CBA 33333333,0,891.48,49896.57,CR,INT-58757,ANZ,Savings
02-08-2025 17:56,ANZ749D9E8A7BD04D43AB40,012-345-678,11111111,FLIXBUS ANZ,46.09,0,49850.48,DR,REF781084,ANZ,Savings
02-08-2025 18:56,ANZ12A251D3371D4B8B9F82,012-345-678,11111111,7-ELEVEN ANZ,2.59,0,49847.89,DR,REF318875,ANZ,Savings
02-08-2025 19:11,ANZ410DF09AC73B447A8C61,012-345-678,11111111,SHELL ANZ,93.29,0,49754.6,DR,REF298004,ANZ,Savings
02-08-2025 19:18,ANZ877243E22C544CAA998C,012-345-678,11111111,AMAZON AU ANZ,6.76,0,49747.84,DR,REF101775,ANZ,Savings
02-08-2025 19:27,ANZD842EA417D6F4B6492B9,012-345-678,11111111,LIQUORLAND ANZ,9.01,0,49738.83,DR,REF380433,ANZ,Savings
02-08-2025 19:51,ANZ3E2AC5E40E82442A81C9,012-345-678,11111111,PAYPAL *NETFLIX ANZ,93.65,0,49645.18,DR,REF273521,ANZ,Savings
02-08-2025 19:59,ANZ657B1DD0B7654B7FB02F,012-345-678,11111111,BIGW ANZ,43.78,0,49601.4,DR,REF539674,ANZ,Savings
02-08-2025 20:51,ANZA627A537647A473093A2,012-345-678,11111111,PAYPAL *NETFLIX ANZ,41.84,0,49559.56,DR,REF736386,ANZ,Savings
02-08-2025 21:02,ANZ5CD37D2E28C64396BC46,012-345-678,11111111,SHELL ANZ,59.95,0,49499.61,DR,REF156443,ANZ,Savings
02-08-2025 21:27,ANZ6C9E219B8950470EA19B,012-345-678,11111111,ALDI ANZ,61.19,0,49438.42,DR,REF241650,ANZ,Savings
02-08-2025 21:54,ANZ6D36E0BB1C1A449AA7ED,012-345-678,11111111,SPOTIFY ANZ,21.15,0,49417.27,DR,REF259681,ANZ,Savings
02-08-2025 22:25,ANZ6FB75A3E21CD4E9C8C89,012-345-678,11111111,MCDONALDS ANZ,107.82,0,49309.45,DR,REF281284,ANZ,Savings
02-08-2025 22:28,ANZ4E88A6F8AE5F45D0BC6F,012-345-678,11111111,UBER EATS ANZ,71.34,0,49238.11,DR,REF356232,ANZ,Savings
02-08-2025 22:37,ANZ15F4890766A247A5A48D,012-345-678,11111111,SPOTIFY ANZ,24.03,0,49214.08,DR,REF589775,ANZ,Savings
02-08-2025 23:03,ANZAC87AC2BE88F42598A10,012-345-678,11111111,PAY - SALARY ANZ,0,7048.88,56262.96,CR,REF892302,ANZ,Savings
02-08-2025 23:04,ANZ8A85783726674E45876B,012-345-678,11111111,BIGW ANZ,148.34,0,56114.62,DR,REF712206,ANZ,Savings
02-08-2025 23:45,ANZ6A58647C8F9D46FA89FE,012-345-678,11111111,COLES ANZ,49.65,0,56064.97,DR,REF493730,ANZ,Savings
02-08-2025 23:47,ANZ706FF809F63646DFBCFE,012-345-678,11111111,KFC ANZ,8.73,0,56056.24,DR,REF431693,ANZ,Savings
02-08-2025 23:56,ANZFE3D09E5696C432DB550,012-345-678,11111111,STARBUCKS ANZ,77.7,0,55978.54,DR,REF459088,ANZ,Savings
03-08-2025 00:19,ANZD549C904ED864F85A7B5,012-345-678,11111111,UBER EATS ANZ,67.01,0,55911.53,DR,REF905338,ANZ,Savings
03-08-2025 00:21,ANZCBDFEC547385470D8970,012-345-678,11111111,DOMINO'S PIZZA ANZ,13.35,0,55898.18,DR,REF666681,ANZ,Savings
03-08-2025 00:52,ANZCCA40137A1FB4BE384BF,012-345-678,11111111,AMAZON AU ANZ,40.69,0,55857.49,DR,REF411365,ANZ,Savings
03-08-2025 02:42,ANZ04FA84ED1F2E46D2853A,012-345-678,11111111,MENULOG ANZ,108.39,0,55749.1,DR,REF352709,ANZ,Savings
03-08-2025 03:40,ANZA7818C8148644C3C829E,012-345-678,11111111,BIGW ANZ,19.89,0,55729.21,DR,REF777017,ANZ,Savings
